id,Dept,Commune,Adresse,Date vente,Année construct.,Nb Pièces,Surface terrain(m²),Surface utile(m²),Prix(€),Prix/m²(€) Surface utile
1.0,44.0,BOUGUENAIS, RUE DES ACACIAS,2021-01-01,1955,3,269,48.0,213000,"4437,50"
2.0,44.0,BOUGUENAIS, RUE DE LA CADOIRE,2021-01-01,1962,3,361,50.0,405000,"8100,00"
3.0,44.0,BOUGUENAIS, T RUE PASTEUR,2021-01-01,1820,1,91,30.0,150000,"5000,00"
4.0,44.0,NANTES, B RUE NICOLAS APPERT,2021-01-01,1925,1,142,44.0,155000,"3522,73"
5.0,44.0,NANTES, AV DU BOUT DES LANDES,2021-01-01,1850,1,154,31.0,175000,"5645,16"
6.0,44.0,NANTES, RUE EDGAR QUINET,2021-01-01,1926,2,161,50.0,270000,"5400,00"
7.0,44.0,NANTES, RUE DE LA FEDERATION,2021-01-01,1901,2,296,35.0,335000,"9571,43"
8.0,44.0,NANTES, RUE DU FONTENY,2021-01-01,1932,2,87,50.0,265000,"5300,00"
9.0,44.0,NANTES, A IMP FRABOULET,2021-01-01,1870,1,21,27.0,210000,"7777,78"
10.0,44.0,NANTES, AV DE LA FREGATE,2021-01-01,1987,2, ,34.0,218000,"6411,76"
11.0,44.0,NANTES, IMP JEAN MARIE MUSTIERE,2021-01-01,1954,2,121,40.0,130000,"3250,00"
12.0,44.0,NANTES, RUE DU KIRIOL,2021-01-01,1940,4,63,48.0,150000,"3125,00"
13.0,44.0,NANTES, RUE LUCIEN BAGRIN,2021-01-01,1890,2,54,43.0,260000,"6046,51"
14.0,44.0,NANTES, RUE MARCEL SCHWOB,2021-01-01,1900,2,96,45.0,120000,"2666,67"
15.0,44.0,NANTES, RUE MAL JOFFRE,2021-01-01,1946,3,69,47.0,490000,"10425,53"
16.0,44.0,NANTES, RUE MAL JOFFRE,2021-01-01,1866,3, ,50.0,325000,"6500,00"
17.0,44.0,NANTES, RUE DE NANCY,2021-01-01,1930,2,167,42.0,243325,"5793,45"
18.0,44.0,NANTES, B RUE DE NANCY,2021-01-01,1930,2,45,49.0,135261,"2760,43"
19.0,44.0,NANTES, B RUE DE L OUCHETTE,2021-01-01,2011,2,41,40.0,190000,"4750,00"
20.0,44.0,NANTES, AV D OUESSANT,2021-01-01,1987,2, ,27.0,180000,"6666,67"
21.0,44.0,NANTES, RUE DES PIBALLIERS,2021-01-01,1850,2,77,50.0,210000,"4200,00"
22.0,44.0,NANTES, RUE DU PLESSIS TISON,2021-01-01,1935,3,243,48.0,310000,"6458,33"
23.0,44.0,NANTES, RUE DE PROVENCE,2021-01-01,1900,2,154,40.0,310336,"7758,40"
24.0,44.0,NANTES, RUE DES REINETTES,2021-01-01,1960,2,205,38.0,193000,"5078,95"
25.0,44.0,NANTES, RUE RENE GUY CADOU,2021-01-01,1954,3,267,50.0,200000,"4000,00"
26.0,44.0,ORVAULT, CHE DE SAINT MICHEL,2021-01-01,1860,2,293,45.0,310000,"6888,89"
27.0,44.0,REZE, RUE EMILE ZOLA,2021-01-01,1969,2,175,50.0,191430,"3828,60"
28.0,44.0,REZE, RUE DES FRERES BREGEON,2021-01-01,1900,3,89,50.0,220000,"4400,00"
29.0,44.0,REZE, GRAND RUE,2021-01-01,1870,2,25,40.0,208700,"5217,50"
30.0,44.0,REZE, RUE MADAME CURIE,2021-01-01,1925,2,342,50.0,190000,"3800,00"
31.0,44.0,ST-HERBLAIN, AV DES PLANTES,2021-01-01,1985,2, ,32.0,120000,"3750,00"
32.0,44.0,ST SEBASTIEN SUR LOIRE, RUE JEAN BAPTISTE LULLI,2021-01-01,1988,3, ,33.0,130150,"3943,94"
33.0,44.0,ST SEBASTIEN SUR LOIRE, RUE JEAN PHILIPPE RAMEAU,2021-01-01,1988,2, ,33.0,119000,"3606,06"
34.0,44.0,ST SEBASTIEN SUR LOIRE, RUE MAURICE DANIEL,2021-01-01,1936,1,371,50.0,264000,"5280,00"
35.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DE LA SAVARIERE,2021-01-01,1879,3,701,44.0,376000,"8545,45"
36.0,44.0,VERTOU, RUE DU BOIS HARDY,2021-01-01,1962,2,275,50.0,265960,"5319,20"
37.0,44.0,BOUGUENAIS, RUE DE LA CADOIRE,2021-01-01,1962,3,361,50.0,405000,"8100,00"
38.0,44.0,NANTES, RUE ALBERT DORY,2021-01-01,1957,1,435,54.0,535000,"9907,41"
39.0,44.0,NANTES, RUE ARAGO,2021-01-01,1950,2,210,54.0,290000,"5370,37"
40.0,44.0,NANTES, RUE DE L AVENIR,2021-01-01,1920,2,165,55.0,278000,"5054,55"
41.0,44.0,NANTES, RUE DES BOSQUETS,2021-01-01,1936,3,194,53.0,515000,"9716,98"
42.0,44.0,NANTES, B RUE CLEMENCE ROYER,2021-01-01,1996,2,40,51.0,212000,"4156,86"
43.0,44.0,NANTES, RUE EDGAR QUINET,2021-01-01,1926,2,161,50.0,270000,"5400,00"
44.0,44.0,NANTES, B BD DE L EGALITE,2021-01-01,1940,3, ,54.0,350000,"6481,48"
45.0,44.0,NANTES, RUE DU FONTENY,2021-01-01,1932,2,87,50.0,265000,"5300,00"
46.0,44.0,NANTES, RUE FRERE LOUIS,2021-01-01,1925,3,343,51.0,230000,"4509,80"
47.0,44.0,NANTES, RUE JEAN LOUIS DE GIRODET,2021-01-01,1940,3,162,53.0,365000,"6886,79"
48.0,44.0,NANTES, B RUE LEDRU ROLLIN,2021-01-01,1920,2, ,54.0,205000,"3796,30"
49.0,44.0,NANTES, RUE MAL JOFFRE,2021-01-01,1866,3, ,50.0,325000,"6500,00"
50.0,44.0,NANTES, RUE DES PIBALLIERS,2021-01-01,1850,2,77,50.0,210000,"4200,00"
51.0,44.0,NANTES, RUE RENE GUY CADOU,2021-01-01,1954,3,267,50.0,200000,"4000,00"
52.0,44.0,NANTES, RUE DE LA SIRENE,2021-01-01,1948,3,500,54.0,450000,"8333,33"
53.0,44.0,NANTES, AV WATEL DEHAYNIN,2021-01-01,1929,3,240,53.0,481000,"9075,47"
54.0,44.0,REZE, RUE CLAUDE GAULUE,2021-01-01,1890,3,610,54.0,400000,"7407,41"
55.0,44.0,REZE, RUE EMILE ZOLA,2021-01-01,1969,2,175,50.0,191430,"3828,60"
56.0,44.0,REZE, RUE DES FRERES BREGEON,2021-01-01,1900,3,94,55.0,230000,"4181,82"
57.0,44.0,REZE, RUE DES FRERES BREGEON,2021-01-01,1900,3,89,50.0,220000,"4400,00"
58.0,44.0,REZE, RUE JULIEN DOUILLARD,2021-01-01,1935,3,230,54.0,270000,"5000,00"
59.0,44.0,REZE, RUE MADAME CURIE,2021-01-01,1925,2,342,50.0,190000,"3800,00"
60.0,44.0,ST-HERBLAIN, AV MICHEL LECOUR GRANDMAISON,2021-01-01,1963,3,188,52.0,190000,"3653,85"
61.0,44.0,ST-HERBLAIN, AV DES TUILERIES,2021-01-01,1963,3,420,54.0,280000,"5185,19"
62.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DU BAS POITOU,2021-01-01,1900,3,134,54.0,250000,"4629,63"
63.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DES BERNARDIERES,2021-01-01,1960,3,429,55.0,287300,"5223,64"
64.0,44.0,ST SEBASTIEN SUR LOIRE, B RUE DE LA GAGNERIE,2021-01-01,1850,3,102,55.0,150000,"2727,27"
65.0,44.0,ST SEBASTIEN SUR LOIRE, B RUE DES GRANDS NOELS,2021-01-01,1870,4,363,52.0,270000,"5192,31"
66.0,44.0,ST SEBASTIEN SUR LOIRE, RUE JEAN BAPTISTE LULLI,2021-01-01,1988,3, ,52.0,170000,"3269,23"
67.0,44.0,ST SEBASTIEN SUR LOIRE, RUE MAURICE DANIEL,2021-01-01,1936,1,371,50.0,264000,"5280,00"
68.0,44.0,VERTOU, RUE DU BOIS HARDY,2021-01-01,1962,2,275,50.0,265960,"5319,20"
69.0,44.0,VERTOU, RTE DE CLISSON,2021-01-01,1926,3,459,54.0,220000,"4074,07"
70.0,44.0,BOUGUENAIS, AV DES PEUPLIERS,2021-01-01,1967,4,261,60.0,207000,"3450,00"
71.0,44.0,NANTES, RUE ALEXANDRE GOSSELIN,2021-01-01,1956,4,372,60.0,330000,"5500,00"
72.0,44.0,NANTES, RUE DE L AVENIR,2021-01-01,1920,2,165,55.0,278000,"5054,55"
73.0,44.0,NANTES, RUE DU BOIS HARDY,2021-01-01,1905,2,392,56.0,340369,"6078,02"
74.0,44.0,NANTES, RUE DE LA CONSTITUTION,2021-01-01,1930,3,239,59.0,404400,"6854,24"
75.0,44.0,NANTES, B RUE DE LA CONTRIE,2021-01-01,1900,3,179,57.0,245000,"4298,25"
76.0,44.0,NANTES, RUE DE LA CONTRIE,2021-01-01,1957,3,666,58.0,300000,"5172,41"
77.0,44.0,NANTES, RUE DENIS PAPIN,2021-01-01,1920,4,338,60.0,250000,"4166,67"
78.0,44.0,NANTES, BD DE DOULON,2021-01-01,1890,3,188,58.0,161000,"2775,86"
79.0,44.0,NANTES, RUE DES DROITS DE L HOMME,2021-01-01,1930,2,232,56.0,325000,"5803,57"
80.0,44.0,NANTES, AV DE FRANCE,2021-01-01,1910,3,132,60.0,442000,"7366,67"
81.0,44.0,NANTES, B AV DE LA GARE DE ST JOSEPH,2021-01-01,1952,3,485,59.0,230000,"3898,31"
82.0,44.0,NANTES, RUE DE GENEVE,2021-01-01,1931,3,84,60.0,170000,"2833,33"
83.0,44.0,NANTES, AV GILARD,2021-01-01,1911,3,119,59.0,250000,"4237,29"
84.0,44.0,NANTES, RUE GUTENBERG,2021-01-01,1875,3, ,60.0,231215,"3853,58"
85.0,44.0,NANTES, RUE JONCOURS,2021-01-01,1930,3,236,58.0,315000,"5431,03"
86.0,44.0,NANTES, RUE DE LA METHODE,2021-01-01,1925,3,207,60.0,400000,"6666,67"
87.0,44.0,NANTES, RUE DE MIRIBEL,2021-01-01,1955,3,253,57.0,245000,"4298,25"
88.0,44.0,NANTES, RUE DE LA PETITE SENSIVE,2021-01-01,1957,4,560,60.0,343500,"5725,00"
89.0,44.0,NANTES, RUE DES PLANTES,2021-01-01,1956,2,396,56.0,250000,"4464,29"
90.0,44.0,NANTES, IMP DE LA ROSIERE D ARTOIS,2021-01-01,1870,3, ,60.0,490000,"8166,67"
91.0,44.0,REZE, RUE ARISTIDE BRIAND,2021-01-01,1900,3,66,60.0,180000,"3000,00"
92.0,44.0,REZE, RUE DE LA BARBONNERIE,2021-01-01,1900,3,53,57.0,252500,"4429,82"
93.0,44.0,REZE, RUE EMILE ZOLA,2021-01-01,1909,3,426,56.0,209500,"3741,07"
94.0,44.0,REZE, RUE DES FRERES BREGEON,2021-01-01,1900,3,94,55.0,230000,"4181,82"
95.0,44.0,REZE, B RUE JEAN FRAIX,2021-01-01,1870,4,78,58.0,205000,"3534,48"
96.0,44.0,REZE, RUE DES ROCHERS,2021-01-01,1965,3,403,59.0,250000,"4237,29"
97.0,44.0,ST-HERBLAIN, AV COURTELINE,2021-01-01,1936,3,152,57.0,290000,"5087,72"
98.0,44.0,ST-HERBLAIN, AV DES FLORALIES,2021-01-01,1955,3,156,58.0,300000,"5172,41"
99.0,44.0,ST-HERBLAIN, AV DE VILLANDRY,2021-01-01,1961,5,468,60.0,305261,"5087,68"
100.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DES BERNARDIERES,2021-01-01,1960,3,429,55.0,287300,"5223,64"
101.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DES BOIS DES FAUX,2021-01-01,1962,4,627,60.0,260000,"4333,33"
102.0,44.0,ST SEBASTIEN SUR LOIRE, B RUE DE LA GAGNERIE,2021-01-01,1850,3,102,55.0,150000,"2727,27"
103.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DES ROBARDIERES,2021-01-01,1962,3,326,60.0,260000,"4333,33"
104.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DE VIENNE,2021-01-01,1990,3,273,59.0,229900,"3896,61"
105.0,44.0,BOUGUENAIS, AV DES PEUPLIERS,2021-01-01,1967,4,261,60.0,207000,"3450,00"
106.0,44.0,NANTES, RUE ALEXANDRE GOSSELIN,2021-01-01,1956,4,372,60.0,330000,"5500,00"
107.0,44.0,NANTES, RUE CHARYAU,2021-01-01,1924,4,279,60.0,576000,"9600,00"
108.0,44.0,NANTES, RUE DENIS PAPIN,2021-01-01,1920,4,338,60.0,250000,"4166,67"
109.0,44.0,NANTES, AV DE FRANCE,2021-01-01,1910,3,132,60.0,442000,"7366,67"
110.0,44.0,NANTES, RUE DE GENEVE,2021-01-01,1931,3,84,60.0,170000,"2833,33"
111.0,44.0,NANTES, RUE GUTENBERG,2021-01-01,1875,3, ,60.0,231215,"3853,58"
112.0,44.0,NANTES, RUE MAISDON PAJOT,2021-01-01,1900,4,132,62.0,458000,"7387,10"
113.0,44.0,NANTES, RUE DE LA METHODE,2021-01-01,1925,3,207,60.0,400000,"6666,67"
114.0,44.0,NANTES, RUE DE LA PETITE SENSIVE,2021-01-01,1957,4,560,60.0,343500,"5725,00"
115.0,44.0,NANTES, RUE DE LA PRIERE,2021-01-01,1936,4,217,62.0,335000,"5403,23"
116.0,44.0,NANTES, B RUE RENAN,2021-01-01,1900,3,143,62.0,468000,"7548,39"
117.0,44.0,NANTES, BD ROBERT SCHUMAN,2021-01-01,1900,3,215,61.0,220000,"3606,56"
118.0,44.0,NANTES, IMP DE LA ROSIERE D ARTOIS,2021-01-01,1870,3, ,60.0,490000,"8166,67"
119.0,44.0,REZE, RUE ARISTIDE BRIAND,2021-01-01,1900,3,66,60.0,180000,"3000,00"
120.0,44.0,REZE, RUE THEODORE PATRY,2021-01-01,1925,3,355,61.0,220000,"3606,56"
121.0,44.0,ST-HERBLAIN, AV DE LA LIBERTE,2021-01-01,1958,4,322,61.0,237000,"3885,25"
122.0,44.0,ST-HERBLAIN, AV DE LA REPUBLIQUE,2021-01-01,1960,4,307,61.0,231000,"3786,89"
123.0,44.0,ST-HERBLAIN, AV DE VILLANDRY,2021-01-01,1961,5,468,60.0,305261,"5087,68"
124.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DES BOIS DES FAUX,2021-01-01,1962,4,627,60.0,260000,"4333,33"
125.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DES ROBARDIERES,2021-01-01,1962,3,326,60.0,260000,"4333,33"
126.0,44.0,NANTES, RUE DE L ABBAYE,2021-01-01,1900,4,54,64.0,324000,"5062,50"
127.0,44.0,NANTES, RUE ALBERT CALMETTE,2021-01-01,1939,3,351,64.0,517475,"8085,55"
128.0,44.0,NANTES, RUE DE LA BASSE CHENAIE,2021-01-01,1955,4,428,64.0,250000,"3906,25"
129.0,44.0,NANTES, CHE BIRET,2021-01-01,1891,3,330,63.0,340000,"5396,83"
130.0,44.0,NANTES, RUE DE LA BOUQUINIERE,2021-01-01,1898,2,248,64.0,260241,"4066,27"
131.0,44.0,NANTES, RUE DE LA CONTRIE,2021-01-01,1954,4,653,65.0,370000,"5692,31"
132.0,44.0,NANTES, RUE COQUEBERT DE NEUVILLE,2021-01-01,1941,5,241,63.0,580000,"9206,35"
133.0,44.0,NANTES, RUE EMILE DUPLOYE,2021-01-01,1938,3,154,63.0,415000,"6587,30"
134.0,44.0,NANTES, AV DE L'ENGOULEVENT,2021-01-01,1990,3, ,63.0,245000,"3888,89"
135.0,44.0,NANTES, RUE EUGENE BARRAULT,2021-01-01,1958,4,517,64.0,290000,"4531,25"
136.0,44.0,NANTES, IMP FRABOULET,2021-01-01,1937,4,95,64.0,426000,"6656,25"
137.0,44.0,NANTES, RUE FRANCOIS BRUNEAU,2021-01-01,1938,3, ,64.0,300000,"4687,50"
138.0,44.0,NANTES, RUE FRANCOIS BRUNEAU,2021-01-01,1925,3, ,64.0,240000,"3750,00"
139.0,44.0,NANTES, RUE DU FRESCHE BLANC,2021-01-01,1958,3,436,65.0,300000,"4615,38"
140.0,44.0,NANTES, IMP HALGAN,2021-01-01,1920,4,119,65.0,455000,"7000,00"
141.0,44.0,NANTES, RUE JONCOURS,2021-01-01,1895,3,265,65.0,273000,"4200,00"
142.0,44.0,NANTES, RUE MAISDON PAJOT,2021-01-01,1900,4,132,62.0,458000,"7387,10"
143.0,44.0,NANTES, RUE DE LA PRIERE,2021-01-01,1936,4,217,62.0,335000,"5403,23"
144.0,44.0,NANTES, B RUE RENAN,2021-01-01,1900,3,143,62.0,468000,"7548,39"
145.0,44.0,ORVAULT, RUE DE LA CARRIERE,2021-01-01,1948,3,120,63.0,260000,"4126,98"
146.0,44.0,ORVAULT, RUE DES MARGUERITES,2021-01-01,1960,3,713,64.0,398690,"6229,53"
147.0,44.0,REZE, RUE CLOATRE,2021-01-01,1870,4,61,63.0,418500,"6642,86"
148.0,44.0,REZE, RUE DE LA COMMUNE DE ,2021-01-01,1940,3,42,65.0,260000,"4000,00"
149.0,44.0,REZE, RUE MADAME CURIE,2021-01-01,1936,3,316,64.0,310000,"4843,75"
150.0,44.0,REZE, AV DU MAL JOSEPH JOFFRE,2021-01-01,1936,3,202,64.0,345000,"5390,63"
151.0,44.0,REZE, RUE MAZUREAU,2021-01-01,1958,3,498,65.0,300000,"4615,38"
152.0,44.0,REZE, AV DES MONTS D AUVERGNE,2021-01-01,1959,4,445,65.0,272000,"4184,62"
153.0,44.0,REZE, AV DES MONTS D AUVERGNE,2021-01-01,1957,4,396,65.0,279000,"4292,31"
154.0,44.0,REZE, AV DES TREILLES,2021-01-01,1930,3,374,64.0,187000,"2921,88"
155.0,44.0,REZE, AV DES TREILLES,2021-01-01,1930,3,268,64.0,252000,"3937,50"
156.0,44.0,ST-HERBLAIN, AV DU DOCTEUR ROUX,2021-01-01,1950,3,315,65.0,275000,"4230,77"
157.0,44.0,ST-HERBLAIN, AV DU PARNASSE,2021-01-01,1962,4,319,65.0,300000,"4615,38"
158.0,44.0,ST SEBASTIEN SUR LOIRE, AV DU DOCTEUR PAUL MICHAUX,2021-01-01,1988,3,252,63.0,242000,"3841,27"
159.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DE L OUCHE COLIN,2021-01-01,1970,3,458,63.0,373000,"5920,63"
160.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DE LA PLUME,2021-01-01,1993,3,331,65.0,280000,"4307,69"
161.0,44.0,NANTES, CHE DE LA COLETRIE,2021-01-01,1975,4,358,67.0,248000,"3701,49"
162.0,44.0,NANTES, RUE DE LA CONTRIE,2021-01-01,1954,4,653,65.0,370000,"5692,31"
163.0,44.0,NANTES, RUE DU FRESCHE BLANC,2021-01-01,1958,3,436,65.0,300000,"4615,38"
164.0,44.0,NANTES, IMP HALGAN,2021-01-01,1920,4,119,65.0,455000,"7000,00"
165.0,44.0,NANTES, RUE JONCOURS,2021-01-01,1895,3,265,65.0,273000,"4200,00"
166.0,44.0,REZE, B RUE ALLAIN,2021-01-01,1945,3,57,66.0,250000,"3787,88"
167.0,44.0,REZE, IMP DE LA BLORDIERE,2021-01-01,1974,4,299,67.0,270000,"4029,85"
168.0,44.0,REZE, RUE DE LA COMMUNE DE ,2021-01-01,1940,3,42,65.0,260000,"4000,00"
169.0,44.0,REZE, B RUE EMILE BLANDIN,2021-01-01,1972,3, ,67.0,330000,"4925,37"
170.0,44.0,REZE, RUE HENRI FIOLLIN,2021-01-01,1964,4,300,66.0,280000,"4242,42"
171.0,44.0,REZE, RUE MAZUREAU,2021-01-01,1958,3,498,65.0,300000,"4615,38"
172.0,44.0,REZE, AV DES MONTS D AUVERGNE,2021-01-01,1959,4,445,65.0,272000,"4184,62"
173.0,44.0,REZE, AV DES MONTS D AUVERGNE,2021-01-01,1957,4,396,65.0,279000,"4292,31"
174.0,44.0,REZE, RUE PAULINE KERGOMARD,2021-01-01,2003,3, ,66.0,250000,"3787,88"
175.0,44.0,REZE, AV DES TREILLES,2021-01-01,1961,4,597,67.0,219604,"3277,67"
176.0,44.0,ST-HERBLAIN, RUE DE LA BLANCHE,2021-01-01,1955,3,1 482,67.0,278180,"4151,94"
177.0,44.0,ST-HERBLAIN, RUE BLANDINE,2021-01-01,1960,4, ,66.0,260000,"3939,39"
178.0,44.0,ST-HERBLAIN, RUE BLANDINE,2021-01-01,1960,4, ,66.0,217000,"3287,88"
179.0,44.0,ST-HERBLAIN, AV COURTELINE,2021-01-01,1930,3,187,67.0,200000,"2985,07"
180.0,44.0,ST-HERBLAIN, AV DU DOCTEUR ROUX,2021-01-01,1950,3,315,65.0,275000,"4230,77"
181.0,44.0,ST-HERBLAIN, RUE DES GAUDRIES,2021-01-01,1960,4, ,66.0,234000,"3545,45"
182.0,44.0,ST-HERBLAIN, AV DE LA LIBERTE,2021-01-01,1960,4,313,67.0,240000,"3582,09"
183.0,44.0,ST-HERBLAIN, AV DU PARNASSE,2021-01-01,1962,4,319,65.0,300000,"4615,38"
184.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DU LARGEAU,2021-01-01,1952,3,398,66.0,245000,"3712,12"
185.0,44.0,ST SEBASTIEN SUR LOIRE, PL DES MUSES,2021-01-01,1989,4, ,66.0,242000,"3666,67"
186.0,44.0,ST SEBASTIEN SUR LOIRE, PL DES MUSES,2021-01-01,1989,4, ,66.0,210000,"3181,82"
187.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DE LA PLUME,2021-01-01,1993,3,331,65.0,280000,"4307,69"
188.0,44.0,NANTES, CHE DE LA COLETRIE,2021-01-01,1975,4,358,67.0,248000,"3701,49"
189.0,44.0,NANTES, RUE ETIENNE DESTRANGES,2021-01-01,1960,4,327,68.0,330340,"4857,94"
190.0,44.0,NANTES, RUE DE FRIEDLAND,2021-01-01,1880,3,100,68.0,634000,"9323,53"
191.0,44.0,NANTES, RUE GABRIEL LUNEAU,2021-01-01,1880,4,148,68.0,355000,"5220,59"
192.0,44.0,NANTES, VEN GERTRUDE JEKYLL,2021-01-01,2011,3, ,68.0,225500,"3316,18"
193.0,44.0,NANTES, RUE DE L HERMITAGE,2021-01-01,1910,3,69,69.0,418500,"6065,22"
194.0,44.0,NANTES, RUE JULES MELINE,2021-01-01,1963,4,608,69.0,270000,"3913,04"
195.0,44.0,NANTES, RUE DES OEILLETS,2021-01-01,1931,3,231,69.0,260000,"3768,12"
196.0,44.0,NANTES, RUE DE LA PRODUCTION,2021-01-01,1956,3,139,69.0,530000,"7681,16"
197.0,44.0,NANTES, RTE DE RENNES,2021-01-01,1999,3, ,69.0,220000,"3188,41"
198.0,44.0,NANTES, RUE SGT BOBILLOT,2021-01-01,1888,3,396,69.0,580000,"8405,80"
199.0,44.0,NANTES, RUE DE THOIRY,2021-01-01,1930,3,312,69.0,363000,"5260,87"
200.0,44.0,REZE, IMP DE LA BLORDIERE,2021-01-01,1974,4,299,67.0,270000,"4029,85"
201.0,44.0,REZE, B RUE EMILE BLANDIN,2021-01-01,1972,3, ,67.0,330000,"4925,37"
202.0,44.0,REZE, RUE GUY LE LAN,2021-01-01,1900,4,620,68.0,275000,"4044,12"
203.0,44.0,REZE, RUE JEAN FRAIX,2021-01-01,1927,3,286,69.0,407000,"5898,55"
204.0,44.0,REZE, RUE MAURICE JOUAUD,2021-01-01,1954,3,647,68.0,355261,"5224,43"
205.0,44.0,REZE, RUE DU PETIT CHOISY,2021-01-01,1935,3,188,68.0,285000,"4191,18"
206.0,44.0,REZE, AV DES TREILLES,2021-01-01,1961,4,597,67.0,219604,"3277,67"
207.0,44.0,ST-HERBLAIN, AV DE BELLEVUE,2021-01-01,1950,3,407,69.0,360000,"5217,39"
208.0,44.0,ST-HERBLAIN, RUE DE LA BLANCHE,2021-01-01,1955,3,1 482,67.0,278180,"4151,94"
209.0,44.0,ST-HERBLAIN, AV COURTELINE,2021-01-01,1930,3,187,67.0,200000,"2985,07"
210.0,44.0,ST-HERBLAIN, IMP DES DATTIERS,2021-01-01,1972,4,171,68.0,260000,"3823,53"
211.0,44.0,ST-HERBLAIN, IMP DES FIGUIERS,2021-01-01,1987,3,264,69.0,277600,"4023,19"
212.0,44.0,ST-HERBLAIN, AV DE LA LIBERTE,2021-01-01,1960,4,313,67.0,240000,"3582,09"
213.0,44.0,ST-HERBLAIN, RUE DES MAGNOLIERS,2021-01-01,1971,4,226,68.0,320000,"4705,88"
214.0,44.0,NANTES, RUE BEETHOVEN,2021-01-01,1955,3,310,70.0,380000,"5428,57"
215.0,44.0,NANTES, RUE CHANOINE LAROSE,2021-01-01,1938,4,226,70.0,415000,"5928,57"
216.0,44.0,NANTES, B RUE EDGAR QUINET,2021-01-01,1956,3,131,71.0,280000,"3943,66"
217.0,44.0,NANTES, RUE D EPINAL,2021-01-01,1930,3,470,72.0,319050,"4431,25"
218.0,44.0,NANTES, RUE DE FLORIDE,2021-01-01,1929,3,261,70.0,200000,"2857,14"
219.0,44.0,NANTES, RUE DU FONTENY,2021-01-01,1951,4,264,70.0,375000,"5357,14"
220.0,44.0,NANTES, RUE DES FROMENTEAUX,2021-01-01,1960,4,173,71.0,300350,"4230,28"
221.0,44.0,NANTES, RUE GALILEE,2021-01-01,1928,3,105,70.0,455000,"6500,00"
222.0,44.0,NANTES, RUE GEORGES MEYNIEU,2021-01-01,1927,3,112,72.0,295000,"4097,22"
223.0,44.0,NANTES, IMP DE GOUPILLIERES,2021-01-01,2011,3,183,70.0,250000,"3571,43"
224.0,44.0,NANTES, RUE HENRI EUGENE GOUILLARD,2021-01-01,1957,4,319,71.0,345000,"4859,15"
225.0,44.0,NANTES, RUE DE L HERMITAGE,2021-01-01,1910,3,69,69.0,418500,"6065,22"
226.0,44.0,NANTES, RTE DE LA JONELIERE,2021-01-01,1920,3,299,69.0,161600,"2342,03"
227.0,44.0,NANTES, RUE JULES MELINE,2021-01-01,1963,4,608,69.0,270000,"3913,04"
228.0,44.0,NANTES, B AV MAURICE CLETRAS,2021-01-01,2016,4,218,70.0,326000,"4657,14"
229.0,44.0,NANTES, RUE DES OEILLETS,2021-01-01,1931,3,231,69.0,260000,"3768,12"
230.0,44.0,NANTES, RUE DES PAVILLONS,2021-01-01,1925,4,181,72.0,354000,"4916,67"
231.0,44.0,NANTES, AV PETIT BRETON,2021-01-01,1967,4,384,72.0,421620,"5855,83"
232.0,44.0,NANTES, RUE DE LA PRODUCTION,2021-01-01,1956,3,139,69.0,530000,"7681,16"
233.0,44.0,NANTES, RTE DE RENNES,2021-01-01,1999,3, ,69.0,220000,"3188,41"
234.0,44.0,NANTES, RUE DU SENAT,2021-01-01,1961,3,360,70.0,430000,"6142,86"
235.0,44.0,NANTES, RUE SGT BOBILLOT,2021-01-01,1888,3,396,69.0,580000,"8405,80"
236.0,44.0,NANTES, AV DE SMYRNE,2021-01-01,1959,3,216,70.0,306600,"4380,00"
237.0,44.0,NANTES, RUE DE THOIRY,2021-01-01,1930,3,312,69.0,363000,"5260,87"
238.0,44.0,NANTES, CHE DES USINES,2021-01-01,1987,4,409,70.0,530000,"7571,43"
239.0,44.0,ORVAULT, RUE DE L ATLANTIQUE,2021-01-01,1972,4,345,71.0,337687,"4756,15"
240.0,44.0,REZE, AV AUVINET,2021-01-01,2005,3,205,72.0,290000,"4027,78"
241.0,44.0,REZE, RUE ETIENNE LEMERLE,2021-01-01,1936,3,257,72.0,333000,"4625,00"
242.0,44.0,REZE, B RUE JEAN BAPTISTE VIGIER,2021-01-01,1920,3,335,70.0,230000,"3285,71"
