id,Dept,Commune,Adresse,Date vente,Année construct.,Nb Pièces,Surface terrain(m²),Surface utile(m²),Prix(€),Prix/m²(€) Surface utile
630.0,44.0,NANTES, RUE MAURICE BARRES,2021-01-01,1957,4,283,100.0,270000,"2700,00"
631.0,44.0,NANTES, RUE DU PLESSIS DE GRENEDAN,2021-01-01,1925,4,151,98.0,680000,"6938,78"
632.0,44.0,NANTES, AV RENE JALAIS,2021-01-01,1975,5,480,98.0,364000,"3714,29"
633.0,44.0,NANTES, RUE STUART,2021-01-01,1972,5,274,98.0,415000,"4234,69"
634.0,44.0,NANTES, RUE VIDIE,2021-01-01,1956,6,166,98.0,625000,"6377,55"
635.0,44.0,ORVAULT, AV DE LA FERRIERE,2021-01-01,1964,4,931,99.0,460000,"4646,46"
636.0,44.0,REZE, RUE DE LA COMMUNE DE ,2021-01-01,1900,7,460,100.0,468000,"4680,00"
637.0,44.0,REZE, RUE EMILE ZOLA,2021-01-01,1952,5,356,99.0,385000,"3888,89"
638.0,44.0,REZE, RUE FRANCOIS BONAMY,2021-01-01,1938,4,120,100.0,420000,"4200,00"
639.0,44.0,REZE, RUE FRANCOIS BONAMY,2021-01-01,1938,4,120,100.0,320000,"3200,00"
640.0,44.0,ST-HERBLAIN, AV DE L EGLANTINE,2021-01-01,2019,4,151,100.0,400000,"4000,00"
641.0,44.0,ST-HERBLAIN, AV DES GRANDS BOIS,2021-01-01,1968,4,590,100.0,397000,"3970,00"
642.0,44.0,ST-HERBLAIN, IMP JULES ROMAIN,2021-01-01,1979,6,472,98.0,285000,"2908,16"
643.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DES COUCOUS,2021-01-01,1994,5, ,98.0,349000,"3561,22"
644.0,44.0,ST SEBASTIEN SUR LOIRE, AV DU DOCTEUR PAUL MICHAUX,2021-01-01,1975,5,461,98.0,330100,"3368,37"
645.0,44.0,VERTOU, AV DU CLOS CAMBERGER,2021-01-01,1978,5,500,100.0,356450,"3564,50"
646.0,44.0,NANTES, RUE ALPHONSE KARR,2021-01-01,1930,5,133,100.0,648176,"6481,76"
647.0,44.0,NANTES, RUE FERDINAND BUISSON,2021-01-01,1880,5,104,102.0,411000,"4029,41"
648.0,44.0,NANTES, AV DE LA FORET,2021-01-01,1935,5,603,100.0,410000,"4100,00"
649.0,44.0,NANTES, AV DE GALICE,2021-01-01,2001,5,164,101.0,332000,"3287,13"
650.0,44.0,NANTES,RTE DE LA JONELIERE,2021-01-01,1967,4,643,102.0,394268,"3865,37"
651.0,44.0,NANTES, AV DU LOING,2021-01-01,1985,6,8 213,100.0,350000,"3500,00"
652.0,44.0,NANTES, RUE MAURICE BARRES,2021-01-01,1957,4,283,100.0,270000,"2700,00"
653.0,44.0,NANTES, RUE PAUL DELAROCHE,2021-01-01,1955,5,492,102.0,270000,"2647,06"
654.0,44.0,NANTES, RUE DES PAVILLONS,2021-01-01,1952,2,159,102.0,460000,"4509,80"
655.0,44.0,NANTES, RTE DE RENNES,2021-01-01,1900,4,114,100.0,200000,"2000,00"
656.0,44.0,NANTES, AV ST GEORGES,2021-01-01,1900,3,511,102.0,667000,"6539,22"
657.0,44.0,NANTES, RUE DE LA VILLE EN PIERRE,2021-01-01,1936,5,249,102.0,524553,"5142,68"
658.0,44.0,REZE, RUE DE LA COMMUNE DE ,2021-01-01,1900,7,460,100.0,468000,"4680,00"
659.0,44.0,REZE, RUE FRANCOIS BONAMY,2021-01-01,1938,4,120,100.0,420000,"4200,00"
660.0,44.0,REZE, RUE FRANCOIS BONAMY,2021-01-01,1938,4,120,100.0,320000,"3200,00"
661.0,44.0,ST-HERBLAIN, AV DE CHEVERNY,2021-01-01,1964,6,406,101.0,292500,"2896,04"
662.0,44.0,ST-HERBLAIN, AV DE L EGLANTINE,2021-01-01,2019,4,151,100.0,400000,"4000,00"
663.0,44.0,ST-HERBLAIN, AV DES GRANDS BOIS,2021-01-01,1968,4,590,100.0,397000,"3970,00"
664.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DES CHENES,2021-01-01,1925,5,276,102.0,375000,"3676,47"
665.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DE LA PYRAMIDE,2021-01-01,1965,4,612,102.0,440000,"4313,73"
666.0,44.0,VERTOU, AV DU CLOS CAMBERGER,2021-01-01,1978,5,500,100.0,356450,"3564,50"
667.0,44.0,NANTES, AV DES ALPAGAS,2021-01-01,1989,6,373,104.0,460000,"4423,08"
668.0,44.0,NANTES, CHE DE LA BOUCARDIERE,2021-01-01,1927,3,365,105.0,501000,"4771,43"
669.0,44.0,NANTES, RUE CARDINAL RICHARD,2021-01-01,1926,5,102,105.0,485000,"4619,05"
670.0,44.0,NANTES, RUE DU CROISSANT,2021-01-01,1925,6,679,103.0,630000,"6116,50"
671.0,44.0,NANTES, RUE DESIRE COLOMBE,2021-01-01,1920,3, ,105.0,452000,"4304,76"
672.0,44.0,NANTES, RUE FERDINAND BUISSON,2021-01-01,1880,5,104,102.0,411000,"4029,41"
673.0,44.0,NANTES, RUE DES FOLIES CHAILLOU,2021-01-01,1959,4,185,105.0,478800,"4560,00"
674.0,44.0,NANTES, AV DE LA GARE DE ST JOSEPH,2021-01-01,1958,6,720,105.0,318500,"3033,33"
675.0,44.0,NANTES, AV DE LA GARE DE ST JOSEPH,2021-01-01,1930,5,170,104.0,308000,"2961,54"
676.0,44.0,NANTES, AV JACQUES LAMBERT,2021-01-01,1925,4,373,104.0,475000,"4567,31"
677.0,44.0,NANTES,RTE DE LA JONELIERE,2021-01-01,1967,4,643,102.0,394268,"3865,37"
678.0,44.0,NANTES, RUE JULES MELINE,2021-01-01,1994,5, ,105.0,230000,"2190,48"
679.0,44.0,NANTES, AV DES LAURIERS,2021-01-01,1934,5,167,104.0,390000,"3750,00"
680.0,44.0,NANTES, AV DE LUSANCAY,2021-01-01,1910,5,433,103.0,675000,"6553,40"
681.0,44.0,NANTES, BD MICHELET,2021-01-01,1939,4,360,104.0,480000,"4615,38"
682.0,44.0,NANTES, RUE PAUL DELAROCHE,2021-01-01,1955,5,492,102.0,270000,"2647,06"
683.0,44.0,NANTES, RUE DES PAVILLONS,2021-01-01,1952,2,159,102.0,460000,"4509,80"
684.0,44.0,NANTES, RUE PROFESSEUR DUBUISSON,2021-01-01,1969,6,397,105.0,669000,"6371,43"
685.0,44.0,NANTES, CHE DES PROPRIETAIRES,2021-01-01,1800,4,118,105.0,632000,"6019,05"
686.0,44.0,NANTES, RUE RAOUL DUFY,2021-01-01,1956,2,335,105.0,442000,"4209,52"
687.0,44.0,NANTES, AV ST GEORGES,2021-01-01,1900,3,511,102.0,667000,"6539,22"
688.0,44.0,NANTES, RUE VILLEBOIS MAREUIL,2021-01-01,1922,5,277,105.0,705000,"6714,29"
689.0,44.0,NANTES, RUE DE LA VILLE EN PIERRE,2021-01-01,1936,5,249,102.0,524553,"5142,68"
690.0,44.0,ORVAULT, AV FELIX VINCENT,2021-01-01,1930,5,313,105.0,488000,"4647,62"
691.0,44.0,ORVAULT, AV DE LA JEUNESSE,2021-01-01,1979,4,1 196,103.0,400000,"3883,50"
692.0,44.0,REZE, GRAND RUE,2021-01-01,1926,4,48,104.0,440000,"4230,77"
693.0,44.0,ST-HERBLAIN, AV D AMBOISE,2021-01-01,1958,4,322,103.0,300000,"2912,62"
694.0,44.0,ST-HERBLAIN, AV DU DOCTEUR RAPPIN,2021-01-01,1930,5,313,104.0,420000,"4038,46"
695.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DES BLEUETS,2021-01-01,1974,6,633,104.0,331300,"3185,58"
696.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DES CHENES,2021-01-01,1925,5,276,102.0,375000,"3676,47"
697.0,44.0,ST SEBASTIEN SUR LOIRE, RUE COSTES ET BELLONTE,2021-01-01,1989,3,542,105.0,290000,"2761,90"
698.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DE LA GENETIERE,2021-01-01,1954,5,318,104.0,365000,"3509,62"
699.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DE LA PYRAMIDE,2021-01-01,1965,4,612,102.0,440000,"4313,73"
700.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DES ROSES,2021-01-01,1956,5,291,104.0,431000,"4144,23"
701.0,44.0,VERTOU, RUE EMILE PINEAU,2021-01-01,1900,4,409,105.0,355000,"3380,95"
702.0,44.0,NANTES, CHE DE LA BOUCARDIERE,2021-01-01,1927,3,365,105.0,501000,"4771,43"
703.0,44.0,NANTES, RUE CARDINAL RICHARD,2021-01-01,1926,5,102,105.0,485000,"4619,05"
704.0,44.0,NANTES, RUE DES CHARMILLES,2021-01-01,1930,6,198,107.0,480000,"4485,98"
705.0,44.0,NANTES, RUE DESIRE COLOMBE,2021-01-01,1920,3, ,105.0,452000,"4304,76"
706.0,44.0,NANTES, RUE DE LA DUCHESSE,2021-01-01,1953,5,316,106.0,470000,"4433,96"
707.0,44.0,NANTES, RUE DES FOLIES CHAILLOU,2021-01-01,1959,4,185,105.0,478800,"4560,00"
708.0,44.0,NANTES, IMP DES GARDENIAS,2021-01-01,1997,5,312,107.0,465000,"4345,79"
709.0,44.0,NANTES, AV DE LA GARE DE ST JOSEPH,2021-01-01,1958,6,720,105.0,318500,"3033,33"
710.0,44.0,NANTES, RUE DE LA GILARDERIE,2021-01-01,1900,4, ,106.0,350000,"3301,89"
711.0,44.0,NANTES, RUE DES PRIMEVERES,2021-01-01,1931,5,291,107.0,517000,"4831,78"
712.0,44.0,NANTES, RUE PROFESSEUR DUBUISSON,2021-01-01,1969,6,397,105.0,669000,"6371,43"
713.0,44.0,NANTES, CHE DES PROPRIETAIRES,2021-01-01,1800,4,118,105.0,632000,"6019,05"
714.0,44.0,NANTES, RUE DE RACAPE,2021-01-01,1938,5,221,106.0,727700,"6865,09"
715.0,44.0,NANTES, RUE RAOUL DUFY,2021-01-01,1956,2,335,105.0,442000,"4209,52"
716.0,44.0,NANTES, AV DU SEQUOIA,2021-01-01,2010,5,179,107.0,430000,"4018,69"
717.0,44.0,NANTES, RUE VILLEBOIS MAREUIL,2021-01-01,1922,5,277,105.0,705000,"6714,29"
718.0,44.0,ORVAULT, AV FELIX VINCENT,2021-01-01,1930,5,313,105.0,488000,"4647,62"
719.0,44.0,ST SEBASTIEN SUR LOIRE, RUE COSTES ET BELLONTE,2021-01-01,1989,3,542,105.0,290000,"2761,90"
720.0,44.0,VERTOU, RUE EMILE PINEAU,2021-01-01,1900,4,409,105.0,355000,"3380,95"
721.0,44.0,VERTOU, AV DU ROI HENRI IV,2021-01-01,1988,4,518,107.0,370000,"3457,94"
722.0,44.0,BOUGUENAIS, RUE RENE LEDUC,2021-01-01,1992,4,539,108.0,345000,"3194,44"
723.0,44.0,NANTES, RUE NICOLAS APPERT,2021-01-01,1820,1,58,110.0,420000,"3818,18"
724.0,44.0,NANTES, RUE DU BOIS DE HERCE,2021-01-01,1958,4,130,109.0,390000,"3577,98"
725.0,44.0,NANTES, RUE DU BOIS DE HERCE,2021-01-01,1930,5,1 082,110.0,380000,"3454,55"
726.0,44.0,NANTES, RUE CARDINAL RICHARD,2021-01-01,1924,6,221,110.0,650000,"5909,09"
727.0,44.0,NANTES, RUE DES CHARMILLES,2021-01-01,1930,6,198,107.0,480000,"4485,98"
728.0,44.0,NANTES, RUE CDT HENRI VIOT,2021-01-01,1963,4,297,110.0,370000,"3363,64"
729.0,44.0,NANTES, RUE DUPLEIX,2021-01-01,1916,5,161,110.0,520000,"4727,27"
730.0,44.0,NANTES, IMP DES GARDENIAS,2021-01-01,1997,5,312,107.0,465000,"4345,79"
731.0,44.0,NANTES, BD GASTON SERPETTE,2021-01-01,1940,5,226,110.0,572000,"5200,00"
732.0,44.0,NANTES, RUE DE LA GOURMETTE,2021-01-01,1870,4,383,110.0,690400,"6276,36"
733.0,44.0,NANTES, B BD PAUL LANGEVIN,2021-01-01,1910,7,553,110.0,625000,"5681,82"
734.0,44.0,NANTES, RUE DES PRIMEVERES,2021-01-01,1931,5,291,107.0,517000,"4831,78"
735.0,44.0,NANTES, CHE DES PROPRIETAIRES,2021-01-01,1900,4,497,110.0,700000,"6363,64"
736.0,44.0,NANTES, RTE DE RENNES,2021-01-01,1920,4,135,110.0,310000,"2818,18"
737.0,44.0,NANTES, AV DU SEQUOIA,2021-01-01,2010,5,179,107.0,430000,"4018,69"
738.0,44.0,NANTES, B CHE DES TERRES,2021-01-01,2011,5,313,110.0,600000,"5454,55"
739.0,44.0,NANTES, RUE DE TOURAINE,2021-01-01,1900,4,211,110.0,690000,"6272,73"
740.0,44.0,NANTES, RUE DE VIENNE,2021-01-01,1923,4,316,108.0,720000,"6666,67"
741.0,44.0,ORVAULT, RUE D ANJOU,2021-01-01,1960,6,477,110.0,460000,"4181,82"
742.0,44.0,REZE, RUE HENRI BARBUSSE,2021-01-01,1950,5,981,110.0,540000,"4909,09"
743.0,44.0,REZE, RUE MARCEL LACROIX,2021-01-01,1983,3,605,110.0,530000,"4818,18"
744.0,44.0,ST-HERBLAIN, BD DU MASSACRE,2021-01-01,1960,5,446,108.0,280000,"2592,59"
745.0,44.0,ST-HERBLAIN, RUE DES ROBINIERS,2021-01-01,1972,4,612,108.0,350000,"3240,74"
746.0,44.0,ST SEBASTIEN SUR LOIRE, RUE COSTES ET BELLONTE,2021-01-01,1993,4,486,108.0,365000,"3379,63"
747.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DES COUCOUS,2021-01-01,1964,3,365,110.0,300000,"2727,27"
748.0,44.0,ST SEBASTIEN SUR LOIRE, RUE EDOUARD HERVE,2021-01-01,1963,5,299,108.0,388500,"3597,22"
749.0,44.0,ST SEBASTIEN SUR LOIRE, RUE DE VENDOME,2021-01-01,1985,6,442,109.0,350000,"3211,01"
750.0,44.0,VERTOU, AV DU ROI HENRI IV,2021-01-01,1988,4,518,107.0,370000,"3457,94"
